Experiment,SubNum,Include,rt_0.0,rt_0.1,rt_0.2,rt_0.3,rt_0.4,rt_0.5,rt_0.6,rt_0.7,rt_0.8,rt_0.9,rt_1.0,response_mean_0.0,response_mean_0.1,response_mean_0.2,response_mean_0.3,response_mean_0.4,response_mean_0.5,response_mean_0.6,response_mean_0.7,response_mean_0.8,response_mean_0.9,response_mean_1.0,difference_mean_0.0,difference_mean_0.1,difference_mean_0.2,difference_mean_0.3,difference_mean_0.4,difference_mean_0.5,difference_mean_0.6,difference_mean_0.7,difference_mean_0.8,difference_mean_0.9,difference_mean_1.0,response_std_0.0,response_std_0.1,response_std_0.2,response_std_0.3,response_std_0.4,response_std_0.5,response_std_0.6,response_std_0.7,response_std_0.8,response_std_0.9,response_std_1.0,response_median_0.0,response_median_0.1,response_median_0.2,response_median_0.3,response_median_0.4,response_median_0.5,response_median_0.6,response_median_0.7,response_median_0.8,response_median_0.9,response_median_1.0,difference_median_0.0,difference_median_0.1,difference_median_0.2,difference_median_0.3,difference_median_0.4,difference_median_0.5,difference_median_0.6,difference_median_0.7,difference_median_0.8,difference_median_0.9,difference_median_1.0,response_mad_0.0,response_mad_0.1,response_mad_0.2,response_mad_0.3,response_mad_0.4,response_mad_0.5,response_mad_0.6,response_mad_0.7,response_mad_0.8,response_mad_0.9,response_mad_1.0,key_press_p1_x_0.0,key_press_p1_x_0.1,key_press_p1_x_0.2,key_press_p1_x_0.3,key_press_p1_x_0.4,key_press_p1_x_0.5,key_press_p1_x_0.6,key_press_p1_x_0.7,key_press_p1_x_0.8,key_press_p1_x_0.9,key_press_p1_x_1.0,key_press_p1_y_0.0,key_press_p1_y_0.1,key_press_p1_y_0.2,key_press_p1_y_0.3,key_press_p1_y_0.4,key_press_p1_y_0.5,key_press_p1_y_0.6,key_press_p1_y_0.7,key_press_p1_y_0.8,key_press_p1_y_0.9,key_press_p1_y_1.0,correlation_x_0.0,correlation_x_0.1,correlation_x_0.2,correlation_x_0.3,correlation_x_0.4,correlation_x_0.5,correlation_x_0.6,correlation_x_0.7,correlation_x_0.8,correlation_x_0.9,correlation_x_1.0,correlation_y_0.0,correlation_y_0.1,correlation_y_0.2,correlation_y_0.3,correlation_y_0.4,correlation_y_0.5,correlation_y_0.6,correlation_y_0.7,correlation_y_0.8,correlation_y_0.9,correlation_y_1.0,Sim_x_mean,Sim_x_std,Sim_x_min,Sim_x_max,Sim_y_mean,Sim_y_std,Sim_y_min,Sim_y_max,,,,,,,,,,,
4,43,1,4388.2,4611.2,4576.6,4013.2,4004.2,4463.6,4394.2,6423.4,3615,4355.2,3296.2,0,40,40,80,80,80,80,100,100,100,100,0,30,20,50,40,30,20,30,20,10,0,0,54.77225575,54.77225575,44.72135955,44.72135955,44.72135955,44.72135955,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,-10,-20,70,60,50,40,30,20,10,0,0,48,48,32,32,32,32,0,0,0,0,14.2,15.6,9,14.8,15.2,15.6,7,9.4,11.6,9.2,14.6,10,13,7.4,9.6,13.6,9.4,6.2,9,10.6,12.2,11.8,0.034167787,0.097489906,-0.037169527,0.063439967,0.022560697,-0.034447013,-0.021477499,-0.202082446,-0.119128612,-0.085229515,-0.152060571,0.157234473,0.174971373,-0.20493096,0.05884846,-0.007149885,0.059583081,-0.109840924,0.16669235,0.037449849,-0.06533873,0.029430929,6.581818182,1.559806601,2,10,6.909090909,1.481649822,3,10,76.4,78,81.2,76.8,83.2,78,79.8,87.4,95.6,97.6,94.4
4,44,1,2178.4,2015.6,2344.6,2410.8,2127.4,2226,2210.8,2603.8,2925.4,2710.4,2209.8,0,0,0,0,0,0,80,80,100,100,100,0,-10,-20,-30,-40,-50,20,10,20,10,0,0,0,0,0,0,0,44.72135955,44.72135955,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,-10,-20,-30,-40,-50,40,30,20,10,0,0,0,0,0,0,0,32,32,0,0,0,14.8,10.2,18.4,18.4,19.6,19.2,18.6,21.2,22,18.8,22.6,10.2,8.8,12.4,16,15.6,19.4,19,22.6,20.6,27.2,30.6,-0.093803592,-0.098206201,-0.045541395,-0.070022508,-0.08145622,-0.159411545,-0.055163411,-0.129965616,-0.124793837,-0.077508287,0.125868651,-0.097077141,-0.066370239,-0.114775275,-0.206576714,-0.163886862,-0.188096007,-0.162615609,-0.183632357,-0.129146788,-0.058765833,-0.076887336,7.090909091,1.601766701,2,11,7.072727273,1.85446953,3,12,97.8,88.6,75.4,86.2,62,63.6,37.6,64,71.2,75.2,100
4,45,1,2165,2960.4,2397,2227.2,3090.6,2404.8,2404.8,2225.6,2369.4,2324.6,2026.4,0,20,20,80,80,80,100,100,100,100,100,0,10,0,50,40,30,40,30,20,10,0,0,44.72135955,44.72135955,44.72135955,44.72135955,44.72135955,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,-10,-20,70,60,50,40,30,20,10,0,0,32,32,32,32,32,0,0,0,0,0,33.4,23.2,18.8,14.6,17.2,20,6.8,13.2,8.6,14.8,15.4,32.8,30.4,12,15.2,15.8,21.6,13.2,16.8,9.8,17.2,16,-0.089384549,-0.150739659,-0.086077687,0.031244044,-0.103797737,-0.214532578,-0.069736374,-0.097288569,-0.045029337,-0.07198909,0.135901891,-0.163520634,-0.192012024,-0.232311734,-0.002319676,-0.040711972,-0.010390906,-0.074929563,0.198277728,0.076089967,-0.070634612,-0.052014881,6.781818182,2.052017157,3,11,6.945454545,1.660189434,2,10,88.2,58.2,54.6,39,36.6,43.6,49.4,60.6,79,79,95.6
4,46,1,2275.2,2331.6,6015.4,5571.4,3782,7312.4,2172.8,2098.6,2767.2,4718.4,2868.6,0,0,0,20,20,20,100,100,100,100,100,0,-10,-20,-10,-20,-30,40,30,20,10,0,0,0,0,44.72135955,44.72135955,44.72135955,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,-10,-20,-30,-40,-50,40,30,20,10,0,0,0,0,32,32,32,0,0,0,0,0,20.2,15.6,17.2,17.2,17.2,15,14.8,12.6,12.2,12,14.6,12,12.2,12.2,13,13.6,12.2,11.6,13.6,13,16.6,13.4,-0.214152343,-0.135378067,-0.113165373,-0.191617477,-0.27210098,-0.223079194,-0.086285904,-0.139107479,-0.164970548,-0.142756216,-0.083319049,-0.176978613,-0.246149033,-0.146597929,-0.035448023,-0.235918771,-0.12528151,-0.222302715,-0.310454806,-0.160342892,-0.126971789,-0.088060579,6.672727273,1.774871362,3,10,6.654545455,1.926599209,2,12,90.8,72,53.2,48.6,47.8,40.8,67.2,86.4,93.4,97.8,100
5,1,1,3275.6,3144,2741,2894.4,3493.6,2660,2380.8,2630.8,2677.2,2929.4,2530,6.666666667,6.666666667,13.33333333,6.666666667,26.66666667,13.33333333,60,66.66666667,73.33333333,86.66666667,100,6.666666667,-3.333333333,-6.666666667,-23.33333333,-13.33333333,-36.66666667,4.26E-15,-3.333333333,-6.666666667,-3.333333333,0,14.90711985,14.90711985,18.25741858,14.90711985,27.88866755,18.25741858,14.90711985,0,14.90711985,18.25741858,0,0,0,0,0,33.33333333,0,66.66666667,66.66666667,66.66666667,100,100,0,-10,-20,-30,-6.666666667,-50,6.666666667,-3.333333333,-13.33333333,10,0,10.66666667,10.66666667,16,10.66666667,21.33333333,16,10.66666667,0,10.66666667,16,0,4,7,9.2,9.4,7.6,7.4,4.4,4.4,5.6,10.6,5.2,5.8,10.8,12.6,11.8,6,8.8,7.6,6.4,8.2,10,7.4,0.215645619,-0.01536324,0.169300176,-0.13190365,0.252292625,0.096870335,-0.076176953,0.085105555,0.211303361,-0.265107532,-0.165241322,0.025469605,0.069787613,0.055682557,-0.211556197,0.150443137,-0.095833638,0.004727928,-0.112354692,0.021374142,0.058055448,-0.002996937,6.618181818,1.929218889,3,10,6.909090909,1.590163365,3,10,,,,,,,,,,,
5,2,1,2525.8,4213.6,2946.2,2571.6,4390.2,2234.6,2612.2,2107.8,3637,2940.6,2422,0,33.33333333,20,26.66666667,33.33333333,33.33333333,53.33333333,40,66.66666667,73.33333333,100,0,23.33333333,1.42E-15,-3.333333333,-6.666666667,-16.66666667,-6.666666667,-30,-13.33333333,-16.66666667,0,0,0,18.25741858,14.90711985,23.57022604,0,18.25741858,14.90711985,0,14.90711985,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,33.33333333,66.66666667,66.66666667,100,0,23.33333333,13.33333333,3.333333333,-6.666666667,-16.66666667,6.666666667,-36.66666667,-13.33333333,-23.33333333,0,0,0,16,10.66666667,13.33333333,0,16,10.66666667,0,10.66666667,0,8.6,9,8.6,6,9.4,8,8.4,8.2,10.8,10.4,16,5.8,5,5.8,6.6,5.6,6.2,6.6,8,10.6,11.8,12.2,0.110888346,-0.046836349,-0.075843413,0.002552112,0.228680925,-0.077625599,0.029027654,-0.016381871,-0.216076594,-0.335067615,-0.064027673,-0.042977874,0.001876196,0.026632788,0.000725073,0.025225064,-0.089241359,0.065186033,0.081705441,-0.018560053,0.154437055,-0.022186266,6.727272727,1.353384584,3,9,6.327272727,1.427955615,3,10,,,,,,,,,,,
5,3,1,1919.2,1563.4,2042.4,2038.4,1536.8,1866,1469.8,1642.8,1577.6,1613.6,1848.2,0,33.33333333,13.33333333,33.33333333,33.33333333,33.33333333,40,60,66.66666667,80,100,0,23.33333333,-6.666666667,3.333333333,-6.666666667,-16.66666667,-20,-10,-13.33333333,-10,0,0,0,18.25741858,23.57022604,0,0,14.90711985,14.90711985,0,18.25741858,0,0,33.33333333,0,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,0,23.33333333,-20,3.333333333,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,-23.33333333,0,0,0,16,13.33333333,0,0,10.66666667,10.66666667,0,16,0,14.4,17,16.2,13.6,11.2,9.6,10,13.6,8.8,10,10.4,12.8,13.2,16.4,7,15.2,8,9,15.2,9,8.8,6.8,0.026205134,-0.145275126,-0.207196998,-0.219205815,-0.04110821,-0.067231775,-0.231576738,-0.0992795,0.030277598,0.01023225,-0.132284891,-0.077989674,-0.188984823,-0.093273039,-0.280153022,-0.148423086,-0.264825619,-0.120278409,-0.041772729,-0.16487969,0.088888068,0.053179138,7.163636364,1.771833497,3,11,6.909090909,1.590163365,3,10,,,,,,,,,,,
5,4,1,2011.2,1970.2,2214.2,2246,2256,2008.2,2740.2,2492.8,1902.8,2295.8,1946,0,0,0,6.666666667,13.33333333,33.33333333,46.66666667,40,66.66666667,86.66666667,100,0,-10,-20,-23.33333333,-26.66666667,-16.66666667,-13.33333333,-30,-13.33333333,-3.333333333,0,0,0,0,14.90711985,18.25741858,23.57022604,18.25741858,14.90711985,0,18.25741858,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,100,0,-10,-20,-30,-40,-16.66666667,-26.66666667,-36.66666667,-13.33333333,10,0,0,0,0,10.66666667,16,13.33333333,16,10.66666667,0,16,0,9.2,10.6,11.6,10.6,12.4,9.4,9.2,8.2,7,9.2,10.8,9.6,8.4,9.6,8,10,8,10.4,9.2,9.6,10.6,11.2,0.00194288,0.120410793,-0.03666623,-0.059039685,-0.21137511,0.16900749,-0.162632911,0.025481902,0.077615856,-0.042185248,-0.003317014,0.069068517,-0.038476322,-0.153970935,-0.144495639,-0.151946297,-0.012951117,-0.156849167,-0.090397552,-0.150953951,-0.094621475,-0.079527572,6.927272727,1.585285877,3,11,6.945454545,1.819830902,4,11,,,,,,,,,,,
5,5,1,2738.8,2395.2,2343.2,3050.6,2830,2791.2,2830.2,2513.4,2734.6,2552.8,2258,0,0,6.666666667,20,20,20,46.66666667,60,66.66666667,86.66666667,100,0,-10,-13.33333333,-10,-20,-30,-13.33333333,-10,-13.33333333,-3.333333333,0,0,0,14.90711985,18.25741858,18.25741858,18.25741858,18.25741858,14.90711985,0,18.25741858,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,100,100,0,-10,-20,3.333333333,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,10,0,0,0,10.66666667,16,16,16,16,10.66666667,0,16,0,9,15.4,14.4,8.4,8.4,8,7.6,4.6,6.2,7.6,6.6,29.8,21.2,13.2,27.4,24.8,19.8,11.2,9.4,9.8,7.2,9.2,-0.073750329,-0.09655483,0.093570852,0.155049305,0.00549487,-0.195716837,0.042878388,0.032678779,0.013078626,-0.075950721,0.11136916,0.005266824,0.103820612,0.266791817,0.260716433,0.040725081,0.078444702,-0.058764802,0.243299784,0.050114058,0.200366573,-0.014138152,6.745454545,1.60113596,3,10,6.418181818,1.62948423,3,9,,,,,,,,,,,
5,6,1,2413.6,2403.4,3073.6,3056.4,2783.4,2065.2,2666,2271.4,2278,2640.6,2338.8,0,13.33333333,13.33333333,26.66666667,20,33.33333333,40,60,66.66666667,66.66666667,100,0,3.333333333,-6.666666667,-3.333333333,-20,-16.66666667,-20,-10,-13.33333333,-23.33333333,0,0,18.25741858,18.25741858,14.90711985,18.25741858,0,14.90711985,14.90711985,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,0,-10,-20,3.333333333,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,-23.33333333,0,0,16,16,10.66666667,16,0,10.66666667,10.66666667,0,0,0,12,11.2,6.6,9.2,11.2,8.8,6.4,7.4,9.8,8.2,14.6,19.4,19.2,14.2,11.4,12.4,7.8,10.8,11,13,10.6,19,0.30073472,0.107023785,-0.02414412,-0.038112575,0.028538218,0.103456165,0.244407633,0.031196374,-0.038756249,-0.125746968,-0.070223353,0.160539409,-0.084856607,-0.121385735,-0.011274203,0.018232385,-0.091715287,-0.088397906,-0.200763523,0.017344515,0.176357366,0.078835289,6.636363636,1.543968388,3,10,6.472727273,1.751766785,2,10,,,,,,,,,,,
5,7,1,3123.4,2512.6,3335,2825,2701.6,2378,2122.6,1999.4,1974.4,2106.6,2441.4,0,6.666666667,13.33333333,6.666666667,26.66666667,26.66666667,40,66.66666667,66.66666667,66.66666667,100,0,-3.333333333,-6.666666667,-23.33333333,-13.33333333,-23.33333333,-20,-3.333333333,-13.33333333,-23.33333333,0,0,14.90711985,18.25741858,14.90711985,14.90711985,14.90711985,14.90711985,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,0,-10,-20,-30,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,-23.33333333,0,0,10.66666667,16,10.66666667,10.66666667,10.66666667,10.66666667,0,0,0,0,10.6,10.2,11.6,13.6,7.8,8,9.8,10.2,8.8,8.6,11,6.6,6.4,6.2,6.6,6,5.4,6.8,6,7.4,8.8,7.8,-0.064577025,0.149925912,0.013442543,-0.04373408,0.029094433,-0.067604703,-0.152481146,-0.007709794,0.151476809,0.092596872,0.142044704,-0.076070993,0.124520346,0.011452454,0.067970896,0.136193425,0.23761409,0.257132459,0.074895722,0.124419334,-0.142880426,-0.105030445,6.909090909,1.578474736,4,11,6.527272727,1.730494957,2,11,,,,,,,,,,,
5,8,1,2936.8,2505.6,2963.2,2704.8,3049,2702.4,2925.4,2689.6,2123.8,3121.4,2896,0,6.666666667,6.666666667,33.33333333,26.66666667,40,60,66.66666667,93.33333333,100,100,0,-3.333333333,-13.33333333,3.333333333,-13.33333333,-10,4.26E-15,-3.333333333,13.33333333,10,0,0,14.90711985,14.90711985,23.57022604,14.90711985,14.90711985,14.90711985,0,14.90711985,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,100,100,100,0,-10,-20,3.333333333,-6.666666667,-16.66666667,6.666666667,-3.333333333,20,10,0,0,10.66666667,10.66666667,13.33333333,10.66666667,10.66666667,10.66666667,0,10.66666667,0,0,33.2,19.6,37.4,24.4,25.6,13.4,26.4,18,26.8,30,22.4,19,41.8,16.6,15.4,16,8.8,15,9.4,20.4,24.8,20.2,-0.002286574,0.017747204,0.059062137,0.049313353,0.008183178,-0.145897354,0.138921013,-0.000249194,0.040420812,0.041700891,-0.043542079,0.029175321,-0.024656227,-0.157320604,0.034660261,0.132487328,0.030275649,0.004827843,0.046812839,0.08792955,0.032701613,0.021709514,6.909090909,1.578474736,2,11,6.690909091,1.476641927,3,10,,,,,,,,,,,
5,9,1,2398.8,2460.2,2245.6,2785.6,2720.2,2354.6,2497,2218,2796,2714,2103.2,0,6.666666667,6.666666667,13.33333333,13.33333333,40,53.33333333,66.66666667,80,93.33333333,100,0,-3.333333333,-13.33333333,-16.66666667,-26.66666667,-10,-6.666666667,-3.333333333,2.84E-15,3.333333333,0,0,14.90711985,14.90711985,18.25741858,18.25741858,14.90711985,18.25741858,0,18.25741858,14.90711985,0,0,0,0,0,0,33.33333333,66.66666667,66.66666667,66.66666667,100,100,0,-10,-20,-30,-40,-16.66666667,6.666666667,-3.333333333,-13.33333333,10,0,0,10.66666667,10.66666667,16,16,10.66666667,16,0,16,10.66666667,0,21,14.4,13.4,12,16,7.8,9,10,9,11,13.2,18.8,16.8,10,10.6,11.6,11,10.8,11,12.2,12.2,14.6,0.050430844,0.173728967,-0.008733408,0.000960918,-0.135663896,0.090622894,-0.045912022,0.226117338,-0.281667514,-0.110729783,0.103279316,-0.069143889,0.183117231,0.165463321,-0.020145044,-0.03890029,-0.15373452,-0.001888693,0.001165918,0.095836386,-0.032687104,0.066489536,6.818181818,1.588044559,3,10,6.709090909,1.4741316,4,9,,,,,,,,,,,
5,10,1,2280,2760.4,2145.4,2420.6,2753.4,2535.2,2195.2,2531.4,2299.2,2076.4,1994.4,0,0,0,13.33333333,20,33.33333333,40,60,60,66.66666667,100,0,-10,-20,-16.66666667,-20,-16.66666667,-20,-10,-20,-23.33333333,0,0,0,0,18.25741858,18.25741858,0,14.90711985,14.90711985,14.90711985,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,0,-10,-20,-30,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,-23.33333333,0,0,0,0,16,16,0,10.66666667,10.66666667,10.66666667,0,0,49,38.4,34.8,24,20.2,14.2,14.2,12.2,13.4,11.6,12.4,36.6,13.8,27.6,26,13.8,11.8,10.4,10.4,14.2,13.4,12.2,-0.223895432,-0.176502141,-0.065393679,-0.098890525,-0.026662676,0.10792996,-0.088354757,-0.144802447,0.06743845,-0.233962522,0.142097057,-0.088810527,-0.002040547,-0.151321799,-0.023220712,0.140911284,-0.119045943,-0.126288235,-0.115983873,-0.12942345,-0.102005549,0.010371059,6.981818182,1.779418435,3,10,7.145454545,1.637728574,4,10,,,,,,,,,,,
5,11,1,3678.2,3210.8,3024.2,3022.6,3386.2,2758,3321.2,3000,2785.6,2743.6,2464.2,6.666666667,13.33333333,26.66666667,13.33333333,20,53.33333333,60,66.66666667,66.66666667,86.66666667,100,6.666666667,3.333333333,6.666666667,-16.66666667,-20,3.333333333,4.26E-15,-3.333333333,-13.33333333,-3.333333333,0,14.90711985,18.25741858,14.90711985,18.25741858,18.25741858,18.25741858,14.90711985,23.57022604,0,18.25741858,0,0,0,33.33333333,0,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,100,0,-10,13.33333333,-30,-6.666666667,16.66666667,6.666666667,-3.333333333,-13.33333333,10,0,10.66666667,16,10.66666667,16,16,16,10.66666667,13.33333333,0,16,0,5.8,4.2,4.2,5.2,5.2,5,4.2,6,5.8,6,5.2,7,5.2,3.6,5,6.4,6.2,5.2,6.4,6.6,6,6.8,-0.013849769,0.162059946,0.03407311,-0.176898442,-0.016865186,0.207395638,0.041501307,-0.100233403,-0.119896292,-0.123830156,0.194778399,0.087133595,0.110325472,0.106675236,-0.00582491,0.088173519,0.128863804,-0.158690468,-0.092478576,-0.12048297,0.172161002,0.009119476,6.890909091,1.822419304,4,11,6.727272727,1.715447738,2,11,,,,,,,,,,,
5,12,1,3271,3680.2,5821.8,3294.4,2951.2,3362.8,3668.2,3383.8,4221.6,3123.2,4411.2,0,6.666666667,6.666666667,6.666666667,33.33333333,40,53.33333333,80,80,100,100,0,-3.333333333,-13.33333333,-23.33333333,-6.666666667,-10,-6.666666667,10,2.84E-15,10,0,0,14.90711985,14.90711985,14.90711985,0,14.90711985,18.25741858,18.25741858,18.25741858,0,0,0,0,0,0,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,100,0,-10,-20,-30,-6.666666667,-16.66666667,6.666666667,-3.333333333,-13.33333333,10,0,0,10.66666667,10.66666667,10.66666667,0,10.66666667,16,16,16,0,0,12,7.8,10.4,7.4,7.8,6.8,6,8.6,8,9.6,8.6,11.8,8,12,6.6,6.4,7.2,5.2,9.2,8,10.2,9.6,0.076725516,-0.129267271,0.010001226,0.242828625,-0.022507675,0.032386842,-0.240476238,-0.213021421,-0.132497674,-0.086631456,0.019958134,-0.059237118,0.078352415,0.046551577,0.105232254,-0.02483455,0.131311,-0.095564041,0.012395743,-0.131403069,-0.129440203,-0.05008931,6.490909091,1.39937456,4,9,6.872727273,1.552233104,3,10,,,,,,,,,,,
5,13,1,2560.6,2927.6,2823,2916,3739,2942.2,2717.6,2537.8,2530.8,2074.2,2627.4,0,0,0,6.666666667,13.33333333,40,46.66666667,46.66666667,100,100,100,0,-10,-20,-23.33333333,-26.66666667,-10,-13.33333333,-23.33333333,20,10,0,0,0,0,14.90711985,18.25741858,14.90711985,29.8142397,29.8142397,0,0,0,0,0,0,0,0,33.33333333,66.66666667,66.66666667,100,100,100,0,-10,-20,-30,-40,-16.66666667,6.666666667,-3.333333333,20,10,0,0,0,0,10.66666667,16,10.66666667,24,24,0,0,0,9.6,9.6,9.4,5.2,7.8,8.2,6.4,7.2,8.4,8.6,12,5.8,10,7.2,4.6,7,4.8,6.2,6.6,7.6,7.6,10.6,-0.192245196,-0.04012068,0.040357599,-0.137940809,0.01836748,-0.140061623,0.008345198,-0.091080076,-0.126260522,0.12753165,0.062641022,0.131950504,-0.007886645,0.030086313,-0.03027215,0.171763381,0.163476988,0.213138175,-0.197539826,-0.182535153,-0.139944808,0.016119431,6.545454545,1.475957716,3,10,6.672727273,1.753879778,3,10,,,,,,,,,,,
5,14,1,2812.6,2937,2565.8,3106.6,2743.2,3656.8,2937,2847,2790.2,3325,3673,0,0,0,6.666666667,25,26.66666667,40,46.66666667,66.66666667,100,100,0,-10,-20,-23.33333333,-15,-23.33333333,-20,-23.33333333,-13.33333333,10,0,0,0,0,14.90711985,16.66666667,14.90711985,27.88866755,18.25741858,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,100,100,0,-10,-20,-30,-6.666666667,-16.66666667,-26.66666667,-36.66666667,-13.33333333,10,0,0,0,0,10.66666667,12.5,10.66666667,21.33333333,16,0,0,0,14.6,15.6,20.6,9.8,8.2,5.8,9.8,4.6,4,4,4.2,8.8,9,7.8,4.6,6.8,5,2.8,3.2,3.2,3.8,4.2,-0.068760862,0.080715127,-0.006662537,0.099278956,0.190818654,0.052082176,-0.271302579,0.03969562,0.016828905,-0.069525205,-0.075273027,0.200214061,0.051000934,-0.027012094,-0.130520522,0.327746468,-0.013114305,0.170999151,0.017516964,-0.105795013,0.100134776,-0.027184716,6.290909091,1.911686547,2,12,7.036363636,1.655111458,3,10,,,,,,,,,,,
5,15,1,2798.4,11565.4,2217,8611,11552.2,4157.2,16571,16670.6,3015.8,1791.6,1922,0,20,20,26.66666667,26.66666667,33.33333333,46.66666667,60,60,60,100,0,10,1.42E-15,-3.333333333,-13.33333333,-16.66666667,-13.33333333,-10,-20,-30,0,0,18.25741858,18.25741858,14.90711985,14.90711985,0,18.25741858,27.88866755,14.90711985,14.90711985,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,100,0,23.33333333,13.33333333,3.333333333,-6.666666667,-16.66666667,-26.66666667,-3.333333333,-13.33333333,-23.33333333,0,0,16,16,10.66666667,10.66666667,0,16,21.33333333,10.66666667,10.66666667,0,4.8,11.8,3.8,7,14.6,16.6,9.8,16.4,16.6,14,17,5.6,7.4,9,12.4,7.4,8.6,10.8,14.6,13.6,11.8,14.6,-0.210147558,-0.13715633,0.004778812,-0.309119285,-0.210159174,-0.086079942,0.032971352,-0.144053832,-0.141288731,-0.021953174,-0.138690885,-0.110699534,-0.060492161,-0.191025977,-0.235480179,-0.222215626,-0.183996208,-0.099262932,-0.091483486,-0.133391512,-0.02904445,-0.049443917,7.145454545,1.778661397,4,12,6.890909091,2.033722433,2,11,,,,,,,,,,,
5,16,1,7991,3274.2,2909.2,3320,2730.2,3171.6,3133.4,3087.6,3335.8,3189.6,3676.4,0,0,6.666666667,0,40,46.66666667,73.33333333,80,93.33333333,100,100,0,-10,-13.33333333,-30,2.84E-15,-3.333333333,13.33333333,10,13.33333333,10,0,0,0,14.90711985,0,36.51483717,44.72135955,27.88866755,18.25741858,14.90711985,0,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,100,100,0,-10,-20,-30,26.66666667,16.66666667,6.666666667,-3.333333333,20,10,0,0,0,10.66666667,0,32,37.33333333,21.33333333,16,10.66666667,0,0,12.4,9.4,8.8,9.4,11.4,10,7.8,7.2,6.6,8.6,8.4,13.6,10,8.6,12.4,13.4,11,7.8,7.4,8.8,10.2,9.4,-0.12137475,-0.07812841,0.036508293,-0.022226994,0.163221956,-0.136616869,-0.085431777,0.068543253,0.048430469,0.024832679,0.2516308,-0.096925918,-0.004891142,-0.023036765,-0.018156281,0.042826767,-0.085249242,0.017415189,-0.024059663,-0.047879433,0.032439348,0.159468157,6.745454545,1.887759615,3,12,6.618181818,1.694117372,4,10,,,,,,,,,,,
5,17,1,3942.6,3134.2,3580.6,3027.4,3208.4,3417.8,2807.2,3317.4,2976.2,2899.6,2581,6.666666667,13.33333333,20,26.66666667,33.33333333,46.66666667,60,60,60,66.66666667,100,6.666666667,3.333333333,1.42E-15,-3.333333333,-6.666666667,-3.333333333,4.26E-15,-10,-20,-23.33333333,0,14.90711985,18.25741858,18.25741858,36.51483717,23.57022604,18.25741858,14.90711985,14.90711985,14.90711985,0,0,0,0,33.33333333,0,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,-10,13.33333333,-30,-6.666666667,-16.66666667,6.666666667,-3.333333333,-13.33333333,-23.33333333,0,10.66666667,16,16,32,13.33333333,16,10.66666667,10.66666667,10.66666667,0,0,9,8,9.6,10.6,8.4,9.2,8,13,8.4,11.4,9.2,10.4,8.6,9,9.8,7.4,6.2,7.8,11,8.4,10,9.2,0.003404178,0.09928504,-0.167541612,0.075292581,0.079817966,0.307445315,-0.071361011,-0.111971467,0.317265564,-0.132653559,-0.028168243,-0.16286229,-0.105727308,0.079242676,0.066675274,-0.018538667,-0.066285265,0.158269104,-0.120065043,0.191371785,-0.026781196,0.161257728,6.727272727,1.660595001,3,10,6.818181818,1.764788405,2,11,,,,,,,,,,,
