,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,difference,Confidence,Confidence_RT,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
16,41,1,16,37,survey-likert,37,143915,2338.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,96,2343.0,8.0,5.0,14.0,15.0,0.11495767992951902,-0.23346211446830623,1
15,41,1,15,81,survey-likert,81,290674,2269.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,92,2541.0,7.0,10.0,12.0,17.0,-0.06254734322753375,0.17952681545511104,2
19,41,1,19,121,survey-likert,121,422880,2091.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,81,2487.0,9.0,10.0,12.0,13.0,0.048635235737320585,-0.13393390052586085,3
17,41,1,17,189,survey-likert,189,633460,2133.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,88,1832.0,7.0,8.0,15.0,12.0,-0.15095174228192387,0.01697518362651363,4
18,41,1,18,201,survey-likert,201,671296,2056.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,83,1386.0,7.0,7.0,11.0,8.0,0.3571619597427009,0.08195264687928723,5
24,41,1,24,45,survey-likert,45,171416,2517.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,92,1519.0,7.0,6.0,12.0,18.0,-0.46331098451168606,-0.15608769599732475,1
23,41,1,23,97,survey-likert,97,346003,3005.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,87,1302.0,6.0,7.0,12.0,13.0,-0.13212050533538078,-0.15252303288385827,2
21,41,1,21,137,survey-likert,137,474150,2059.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,87,1565.0,7.0,5.0,11.0,13.0,0.032580678806595015,0.2095574961173536,3
22,41,1,22,193,survey-likert,193,646027,1678.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,50,2075.0,5.0,6.0,6.0,12.0,0.48976450289614065,0.09832416689981067,4
20,41,1,20,221,survey-likert,221,734246,1881.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,74,1251.0,7.0,6.0,11.0,20.0,0.021504741633243982,0.057365232048054576,5
26,41,1,26,41,survey-likert,41,157506,2239.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,96,2382.0,6.0,8.0,12.0,12.0,-0.21291506567530394,-0.15617861375486683,1
28,41,1,28,101,survey-likert,101,358320,1993.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,81,1187.0,7.0,8.0,12.0,13.0,0.17046244589496434,0.05011837716707633,2
27,41,1,27,117,survey-likert,117,410445,2650.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,70,1302.0,7.0,8.0,8.0,11.0,0.6100585872190696,0.0654289436652581,3
29,41,1,29,173,survey-likert,173,583279,2671.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,70,2082.0,8.0,7.0,7.0,11.0,0.13400903433123182,-0.34304202182779814,4
25,41,1,25,197,survey-likert,197,658892,1728.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,85,1286.0,5.0,6.0,11.0,4.0,0.22839724025300126,0.5276910760942862,5
30,41,1,30,33,survey-likert,33,130783,2544.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,79,1783.0,5.0,5.0,9.0,19.0,-0.2350281266055425,-0.20874793474162476,1
32,41,1,32,85,survey-likert,85,304820,2583.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,81,1360.0,9.0,9.0,14.0,13.0,0.1111072356295257,0.41725950539733053,2
33,41,1,33,125,survey-likert,125,437552,3150.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,75,1145.0,6.0,7.0,8.0,12.0,-0.2636137020072185,0.07288527978517667,3
34,41,1,34,165,survey-likert,165,558171,1652.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,72,1166.0,7.0,6.0,5.0,9.0,0.022409234592221272,-0.2247429573590974,4
31,41,1,31,217,survey-likert,217,721931,1674.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,66,1384.0,7.0,7.0,6.0,10.0,0.11555814790252661,0.12661594419361527,5
37,41,1,37,29,survey-likert,29,117220,2835.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,78,2013.0,10.0,6.0,10.0,10.0,0.3422672896668405,-0.2563651772973943,1
39,41,1,39,93,survey-likert,93,332224,3743.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,88,1758.0,6.0,6.0,13.0,17.0,0.07096542349632477,-0.21919556577565774,2
38,41,1,38,149,survey-likert,149,510226,1715.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,77,1085.0,5.0,6.0,5.0,10.0,-0.38197551675775426,-0.25346490944739186,3
36,41,1,36,157,survey-likert,157,533671,1604.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,83,1042.0,6.0,5.0,7.0,9.0,0.29836709302390846,-0.47172948138088094,4
35,41,1,35,237,survey-likert,237,784991,1761.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,78,1172.0,8.0,8.0,5.0,8.0,0.18884810833373855,0.1129015230341949,5
41,41,1,41,61,survey-likert,61,223522,2188.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,96,1444.0,8.0,7.0,18.0,19.0,-0.02519485078843846,-0.30817587610855984,1
42,41,1,42,65,survey-likert,65,236953,2972.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,90,2314.0,8.0,6.0,11.0,9.0,0.08507229033458825,-0.041192454868376936,2
44,41,1,44,129,survey-likert,129,449722,1986.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,90,1292.0,6.0,7.0,10.0,12.0,-0.03550290781230554,-0.18935937857235763,3
43,41,1,43,153,survey-likert,153,521895,1547.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,80,1121.0,6.0,5.0,7.0,12.0,0.4431195629433705,-0.1020944428495598,4
40,41,1,40,225,survey-likert,225,746302,1755.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,81,2600.0,8.0,6.0,6.0,8.0,0.3554768935103856,-0.03671717094008535,5
48,41,1,48,25,survey-likert,25,103360,3190.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,97,2011.0,6.0,6.0,12.0,12.0,-0.12790590032839375,0.0784062647498141,1
46,41,1,46,77,survey-likert,77,277439,2540.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,84,1950.0,9.0,5.0,18.0,15.0,-0.06939170536483298,0.4129387057261574,2
45,41,1,45,141,survey-likert,141,486235,1491.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,92,1211.0,7.0,10.0,9.0,11.0,0.05804421759282919,-0.014368376533061911,3
47,41,1,47,161,survey-likert,161,545416,1670.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,91,2051.0,8.0,8.0,11.0,14.0,0.04709899106958,0.168266359189873,4
49,41,1,49,229,survey-likert,229,759680,1716.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,95,1314.0,7.0,6.0,7.0,8.0,0.46372954115047976,0.28759738243827687,5
52,41,1,52,49,survey-likert,49,184291,2343.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,98,1690.0,9.0,6.0,11.0,20.0,0.24922940228880397,0.08462560266764428,1
54,41,1,54,105,survey-likert,105,370093,1559.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,99,3532.0,9.0,11.0,17.0,19.0,0.3261034649113667,-0.1839565652130772,2
50,41,1,50,145,survey-likert,145,498160,1676.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,90,1307.0,8.0,7.0,8.0,7.0,-0.27014440870482703,0.27123986938901784,3
53,41,1,53,169,survey-likert,169,570162,1797.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,98,1399.0,6.0,6.0,9.0,7.0,-0.506697857334959,-0.11205406053615977,4
51,41,1,51,209,survey-likert,209,695650,1561.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,98,2311.0,8.0,6.0,9.0,11.0,-0.1973129175265978,-0.18791663104404127,5
1,42,1,1,25,survey-likert,25,85483,1853.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,97,3166.0,9.0,5.0,13.0,16.0,0.11004177995305787,-0.2729845840462449,1
4,42,1,4,101,survey-likert,101,492623,3830.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,51,3123.0,7.0,9.0,21.0,13.0,-0.07071414381141491,-0.13081751093064428,2
3,42,1,3,125,survey-likert,125,617802,4264.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,72,1724.0,6.0,6.0,26.0,10.0,0.0966524151011661,-0.019831137448909627,3
2,42,1,2,169,survey-likert,169,881158,10159.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,64,907.0,6.0,6.0,8.0,6.0,-0.19716097388918544,-0.23310831202475626,4
0,42,1,0,217,survey-likert,217,1182123,4609.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,97,3914.0,3.0,7.0,14.0,10.0,0.12281690362814617,0.00046076910549463644,5
9,42,1,9,57,survey-likert,57,279382,9053.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,54,9623.0,6.0,6.0,13.0,12.0,-0.07816262795703813,0.040730470520074724,1
5,42,1,5,77,survey-likert,77,398105,12594.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,63,2086.0,6.0,8.0,12.0,14.0,0.05848517695099055,0.05959674692130356,2
8,42,1,8,145,survey-likert,145,767083,57390.0,100.0,0.1,question_agency,question_agency_2_Lickert,90.0,66,2711.0,8.0,8.0,17.0,10.0,0.010680622697124558,0.14579868377781283,3
6,42,1,6,177,survey-likert,177,915532,8713.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,68,1308.0,9.0,8.0,12.0,10.0,0.2637711921244736,0.05236255375649482,4
7,42,1,7,197,survey-likert,197,1107322,123070.0,100.0,0.1,question_agency,question_agency_2_Lickert,90.0,69,2155.0,7.0,6.0,10.0,16.0,0.28599020878357256,-0.33209609801771217,5
10,42,1,10,53,survey-likert,53,258868,2982.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,90,2456.0,9.0,8.0,16.0,9.0,-0.1373309715717205,0.13502892534265573,1
14,42,1,14,85,survey-likert,85,430284,5218.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,60,2172.0,6.0,6.0,16.0,11.0,0.03354187007091911,0.01903388514200718,2
11,42,1,11,117,survey-likert,117,589144,10522.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,76,1387.0,10.0,9.0,14.0,14.0,0.3836699647234116,0.030255918978175735,3
13,42,1,13,181,survey-likert,181,929442,3598.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,68,2894.0,9.0,10.0,12.0,8.0,0.20586013548269544,-0.38262024857802984,4
12,42,1,12,233,survey-likert,233,1265892,15895.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,68,2916.0,8.0,7.0,10.0,11.0,0.025808712224439343,-0.3467616484852386,5
18,42,1,18,33,survey-likert,33,152013,9831.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,90,2277.0,8.0,9.0,14.0,14.0,-0.013620527700362931,-0.1769428963404705,1
17,42,1,17,81,survey-likert,81,413132,3934.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,76,2927.0,8.0,8.0,15.0,18.0,-0.2089110412227837,-0.20789865950725686,2
15,42,1,15,113,survey-likert,113,567977,7430.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,73,1635.0,10.0,9.0,14.0,16.0,-0.11985735300544965,0.19788637637591033,3
16,42,1,16,153,survey-likert,153,810076,13497.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,80,2367.0,6.0,9.0,19.0,11.0,0.06147565277011072,0.3937854744697497,4
19,42,1,19,221,survey-likert,221,1207629,12581.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,59,1579.0,8.0,7.0,11.0,8.0,0.11820844759057321,0.2614002619976896,5
22,42,1,22,45,survey-likert,45,215222,5018.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,59,19344.0,5.0,9.0,16.0,9.0,0.19188077490647407,0.05572672846809357,1
21,42,1,21,97,survey-likert,97,477180,4873.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,73,2603.0,3.0,6.0,11.0,11.0,-0.31646777763582024,-0.036076995515520544,2
24,42,1,24,109,survey-likert,109,547017,1622.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,54,4520.0,5.0,9.0,16.0,13.0,0.24891367023524194,-0.24298972869440885,3
20,42,1,20,161,survey-likert,161,837392,2856.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,65,5163.0,6.0,10.0,13.0,9.0,0.30034836569601214,0.4135585430783624,4
23,42,1,23,229,survey-likert,229,1236117,5786.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,68,4873.0,9.0,6.0,9.0,9.0,-0.06653978543544184,-0.0650437922167851,5
27,42,1,27,61,survey-likert,61,301000,2984.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,59,1407.0,7.0,5.0,12.0,8.0,0.2204610643752257,-0.12321321218049491,1
25,42,1,25,69,survey-likert,69,358925,12549.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,52,1054.0,9.0,7.0,13.0,10.0,-0.046860862614329854,-0.181759974824737,2
29,42,1,29,121,survey-likert,121,602531,2993.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,63,1997.0,7.0,8.0,13.0,10.0,-0.5399842828380409,-0.30318147016854585,3
28,42,1,28,189,survey-likert,189,959672,2010.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,64,3728.0,6.0,5.0,21.0,14.0,0.010622150082768338,-0.08563291468740902,4
26,42,1,26,209,survey-likert,209,1152111,2026.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,68,1575.0,9.0,8.0,12.0,9.0,0.016063817998100777,-0.27551497120437685,5
33,42,1,33,41,survey-likert,41,200063,23695.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,69,1137.0,7.0,6.0,13.0,11.0,0.2569686990878144,-0.24757403156116123,1
32,42,1,32,65,survey-likert,65,335127,23715.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,64,2239.0,5.0,7.0,10.0,13.0,-0.5612065361208148,-0.05444838819250959,2
34,42,1,34,137,survey-likert,137,683682,7300.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,59,1215.0,7.0,4.0,15.0,12.0,-0.147465256753075,-0.01782876251671897,3
30,42,1,30,193,survey-likert,193,974104,1698.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,60,1144.0,7.0,7.0,15.0,16.0,0.4010947142727257,-0.4266855141437825,4
31,42,1,31,201,survey-likert,201,1125228,6747.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,70,2114.0,6.0,8.0,8.0,8.0,0.2917407205361054,-0.22521715589459576,5
39,42,1,39,29,survey-likert,29,103960,6302.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,55,29213.0,9.0,5.0,11.0,10.0,0.012685290178653112,0.032079054886574844,1
36,42,1,36,93,survey-likert,93,459702,5984.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,74,3595.0,9.0,8.0,13.0,10.0,0.24126456832680185,0.16867704534862574,2
35,42,1,35,133,survey-likert,133,665571,7153.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,58,1804.0,8.0,7.0,9.0,12.0,-0.5288872766472866,-0.08776311235760706,3
38,42,1,38,185,survey-likert,185,946400,5056.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,70,2254.0,8.0,8.0,11.0,11.0,-0.15200985023199942,0.015448747111823003,4
37,42,1,37,205,survey-likert,205,1138503,2154.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,34,2575.0,10.0,8.0,10.0,11.0,-0.23381835178025953,-0.03004789042816404,5
43,42,1,43,49,survey-likert,49,245521,1947.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,81,1360.0,9.0,6.0,13.0,14.0,-0.2723872066169096,-0.05465407218555906,1
40,42,1,40,105,survey-likert,105,532456,27699.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,64,3931.0,6.0,7.0,13.0,10.0,0.3819542159893177,-0.20810097964136334,2
44,42,1,44,129,survey-likert,129,647351,18820.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,95,2058.0,4.0,6.0,13.0,14.0,0.13308232058145364,0.09428784792063935,3
42,42,1,42,173,survey-likert,173,896548,5474.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,55,1264.0,9.0,4.0,14.0,17.0,-0.407245919912109,0.25032206077698255,4
41,42,1,41,225,survey-likert,225,1220162,1948.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,77,1162.0,5.0,5.0,18.0,13.0,0.06967592201240953,-0.43300132242834943,5
46,42,1,46,21,survey-likert,21,71580,3344.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,91,3041.0,6.0,6.0,13.0,14.0,-0.003686235516210764,-0.01938870978200492,1
48,42,1,48,89,survey-likert,89,443199,1737.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,80,1515.0,7.0,6.0,15.0,12.0,0.05143858339987796,0.062301697336069856,2
47,42,1,47,149,survey-likert,149,786113,7312.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,80,1460.0,7.0,7.0,12.0,15.0,0.0514669922114541,-0.09077114493327403,3
49,42,1,49,165,survey-likert,165,859065,7506.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,85,2929.0,5.0,5.0,12.0,14.0,0.2096623230545438,-0.053259042984115955,4
45,42,1,45,213,survey-likert,213,1165330,2635.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,3173.0,6.0,6.0,19.0,18.0,0.17429839716854897,-0.10087576639900984,5
53,42,1,53,37,survey-likert,37,165836,2537.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,94,1527.0,7.0,7.0,12.0,13.0,-0.09927477786716293,0.13299580799552155,1
52,42,1,52,73,survey-likert,73,374405,5420.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,72,2102.0,7.0,7.0,15.0,10.0,0.23918567251772144,-0.4488500403525355,2
51,42,1,51,141,survey-likert,141,699320,5418.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,91,1367.0,7.0,1.0,20.0,24.0,-0.13244844721346521,0.05168366209268305,3
50,42,1,50,157,survey-likert,157,824298,2848.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,89,1229.0,8.0,6.0,13.0,12.0,-0.5142294011786614,0.06334081822202758,4
54,42,1,54,237,survey-likert,237,1279924,2111.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,82,2416.0,8.0,8.0,15.0,13.0,0.053803870653148476,-0.35624665343754985,5
0,43,1,0,21,survey-likert,21,74128,7221.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,12521.0,7.0,7.0,4.0,4.0,0.07153758399795071,0.13591807494515945,1
2,43,1,2,93,survey-likert,93,382108,3934.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,97,3175.0,6.0,5.0,12.0,8.0,0.030294700836434256,0.09052359907495208,2
1,43,1,1,121,survey-likert,121,496092,4958.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,52,3133.0,7.0,7.0,20.0,14.0,0.01796996520826919,-0.10729697396810836,3
3,43,1,3,161,survey-likert,161,661462,3071.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,3294.0,8.0,9.0,20.0,10.0,-0.022174402814256103,0.17774358892838,4
4,43,1,4,217,survey-likert,217,893575,2757.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,33,1843.0,7.0,6.0,15.0,14.0,0.0732110877781402,0.4892840772079283,5
5,43,1,5,37,survey-likert,37,148611,3199.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,99,2181.0,6.0,6.0,16.0,22.0,-0.2580786635225665,0.03441860698636303,1
8,43,1,8,81,survey-likert,81,331442,8437.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,69,2511.0,4.0,5.0,12.0,7.0,0.4903769829686071,0.5957709630452122,2
6,43,1,6,145,survey-likert,145,596382,3312.0,100.0,0.1,question_agency,question_agency_2_Lickert,90.0,95,2553.0,5.0,7.0,22.0,20.0,0.3190486920352747,-0.013157107461398275,3
9,43,1,9,189,survey-likert,189,779267,3375.0,100.0,0.1,question_agency,question_agency_2_Lickert,90.0,76,3136.0,5.0,7.0,25.0,10.0,0.22515603792480807,0.10719883347145988,4
7,43,1,7,229,survey-likert,229,941099,4733.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,51,7950.0,8.0,8.0,3.0,6.0,-0.2890535169685791,0.15062556873505842,5
11,43,1,11,57,survey-likert,57,232734,5536.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,65,2188.0,6.0,7.0,6.0,10.0,-0.045308425851007805,-0.16071628741703078,1
13,43,1,13,73,survey-likert,73,295000,3202.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,99,4937.0,7.0,8.0,8.0,5.0,-0.11842033517777639,-0.41520609659654445,2
12,43,1,12,117,survey-likert,117,479347,4241.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,60,2774.0,7.0,7.0,12.0,15.0,-0.2039209423464763,0.016979520065647263,3
10,43,1,10,169,survey-likert,169,697122,6717.0,100.0,0.2,question_agency,question_agency_2_Lickert,80.0,98,4463.0,8.0,6.0,14.0,2.0,0.2662527991282493,-0.4135264836526117,4
14,43,1,14,197,survey-likert,197,810375,3187.0,100.0,0.2,question_agency,question_agency_2_Lickert,80.0,84,2261.0,6.0,5.0,5.0,5.0,-0.08445073003075924,-0.05218545331649913,5
19,43,1,19,49,survey-likert,49,196643,4151.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,66,3720.0,9.0,9.0,15.0,6.0,0.19062131863672852,0.2581858808952068,1
17,43,1,17,89,survey-likert,89,366334,3677.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,66,2827.0,7.0,7.0,11.0,10.0,-0.29698837430267017,-0.015461795373989954,2
15,43,1,15,149,survey-likert,149,611385,3439.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,76,2614.0,7.0,4.0,26.0,15.0,0.18039308172669233,0.018565960522283168,3
16,43,1,16,177,survey-likert,177,730853,4265.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,83,6143.0,6.0,8.0,9.0,4.0,0.14644615113113413,-0.12720655456931249,4
18,43,1,18,201,survey-likert,201,826189,4534.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,93,3339.0,8.0,6.0,13.0,13.0,0.0967276597733753,0.1601588095505048,5
22,43,1,22,45,survey-likert,45,178874,4332.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,98,4600.0,7.0,9.0,14.0,12.0,-0.23218996632750757,0.46075565853361594,1
21,43,1,21,101,survey-likert,101,413549,2846.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,90,2613.0,6.0,5.0,27.0,31.0,0.44030809504535534,-0.10328137335651907,2
23,43,1,23,113,survey-likert,113,464338,2744.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,74,1753.0,8.0,9.0,13.0,2.0,0.06436646689709165,-0.10042826820844951,3
20,43,1,20,153,survey-likert,153,627854,4832.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,88,4360.0,6.0,6.0,10.0,9.0,-0.1849962141748776,0.08769770240609995,4
24,43,1,24,205,survey-likert,205,843816,5267.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,66,3178.0,9.0,6.0,12.0,14.0,0.02531510194708186,-0.3804931420170266,5
27,43,1,27,53,survey-likert,53,214702,5330.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,90,3481.0,8.0,8.0,8.0,7.0,0.24899212747613936,0.09823029996555604,1
29,43,1,29,97,survey-likert,97,398548,4252.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,81,3131.0,7.0,9.0,27.0,12.0,-0.3210244362849128,0.060532046496589914,2
26,43,1,26,125,survey-likert,125,511415,3178.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,88,2750.0,7.0,7.0,14.0,6.0,0.193457106368321,0.13787868635425782,3
25,43,1,25,165,survey-likert,165,678327,4559.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,100,3061.0,7.0,8.0,19.0,5.0,-0.1125226044628274,0.2305985135906979,4
28,43,1,28,209,survey-likert,209,861013,4999.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,31,4826.0,5.0,7.0,10.0,17.0,-0.18113725809682954,-0.22932414323422706,5
33,43,1,33,41,survey-likert,41,162821,3008.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,100,2706.0,8.0,8.0,8.0,10.0,0.001002309963442504,-0.06090858797522074,1
32,43,1,32,65,survey-likert,65,264517,4757.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,76,2676.0,6.0,3.0,6.0,9.0,0.1790954440519521,-0.05848557564270968,2
31,43,1,31,137,survey-likert,137,558454,4487.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,90,5519.0,7.0,7.0,13.0,6.0,-0.032785057617801885,-0.16555069392863775,3
34,43,1,34,157,survey-likert,157,645625,4390.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,76,3750.0,2.0,7.0,8.0,6.0,-0.23322269162132225,-0.15441883861328318,4
30,43,1,30,233,survey-likert,233,963397,5329.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,57,3806.0,6.0,9.0,0.0,0.0,0.0,0.0,5
37,43,1,37,25,survey-likert,25,98987,3319.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,65,2709.0,4.0,7.0,14.0,12.0,-0.03704594161012634,0.11440676086576221,1
38,43,1,38,105,survey-likert,105,430999,5821.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,89,4360.0,8.0,6.0,7.0,9.0,-0.2960612326386066,0.3721661109886087,2
39,43,1,39,141,survey-likert,141,576794,3803.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,100,7261.0,5.0,7.0,9.0,8.0,-0.23654389309433835,0.24370146102145793,3
35,43,1,35,185,survey-likert,185,763750,3299.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,95,3130.0,5.0,6.0,8.0,6.0,-0.1307386244988908,0.2748713090515117,4
36,43,1,36,237,survey-likert,237,992089,15875.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,88,12760.0,7.0,7.0,9.0,10.0,-0.31002253631096777,-0.17168389373838694,5
42,43,1,42,33,survey-likert,33,132494,4260.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,100,3903.0,5.0,6.0,18.0,20.0,-0.410514070933018,-0.11273082953909187,1
43,43,1,43,69,survey-likert,69,280286,4076.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,95,2500.0,7.0,8.0,6.0,11.0,-0.0531424208252953,0.4592874009709137,2
40,43,1,40,133,survey-likert,133,542314,4132.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,89,2634.0,5.0,4.0,9.0,8.0,0.036075827403070374,-0.16267285164982853,3
44,43,1,44,193,survey-likert,193,794474,3059.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,97,3694.0,9.0,8.0,16.0,8.0,-0.026660985672471316,-0.06001575000608147,4
